Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
218,248567,SUNDVIK,Beds,695,No old price,TRUE,https://www.ikea.com/sa/en/p/sundvik-cot-white-00248567/,No,"        Cot,          60x120 cm",IKEA of Sweden,,85,67
1862,10356127,VÄDRA,Nursery furniture,30,No old price,TRUE,https://www.ikea.com/sa/en/p/vaedra-cover-for-babycare-mat-10356127/,No,"        Cover for babycare mat,          48x74 cm",Annie Huldén,,,48
3071,79288230,STENSELE,Tables & desks,450,No old price,TRUE,https://www.ikea.com/sa/en/p/stensele-table-anthracite-anthracite-s79288230/,Yes,"        Table,          70 cm",Maja Ganszyniec,,75,
718,322897,SVALNÄS,Bookcases & shelving units,310,No old price,TRUE,https://www.ikea.com/sa/en/p/svalnaes-cabinet-with-2-doors-bamboo-white-00322897/,No,"        Cabinet with 2 doors,          61x35 cm",Jon Karlsson,35,39,61
3523,39248590,PLATSA,Wardrobes,1560,"SR 1,950",TRUE,https://www.ikea.com/sa/en/p/platsa-wardrobe-white-fonnes-white-s39248590/,No,"        Wardrobe,          175-200x57x251 cm",IKEA of Sweden/Ola Wihlborg,57,251,140
1174,59337670,LOBERGET / SIBBEN,Chairs,95,No old price,TRUE,https://www.ikea.com/sa/en/p/loberget-sibben-childrens-desk-chair-white-s59337670/,No,        Children's desk chair,593.376.70 Height adjustable children's desk chair which you can swivel to the desired height.You sit comfortably since the chair is adjustable in height.May be completed with KOLON floor protector.This product has been tested for domestic use.Recommended for ages 7 – 12 years.,56,,56
3125,89304767,NORDVIKEN / LEIFARNE,Tables & desks,3165,No old price,TRUE,https://www.ikea.com/sa/en/p/nordviken-leifarne-table-and-6-chairs-black-light-olive-green-black-s89304767/,No,"        Table and 6 chairs,          210/289x105 cm",Mia Lagerman/Francis Cayouette,,,105
1151,152282,INGOLF,Chairs,175,No old price,TRUE,https://www.ikea.com/sa/en/p/ingolf-stool-white-00152282/,Yes,        Stool,Carina Bengs,30,45,39
1910,50171122,TROFAST,Nursery furniture,125,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-wall-storage-white-50171122/,No,"        Wall storage,          99x30 cm",Studio Copenhagen,21,30,99
3386,50334303,BILLSBRO,TV & media furniture,25,No old price,TRUE,https://www.ikea.com/sa/en/p/billsbro-handle-white-50334303/,No,"        Handle,          120 mm",H Preutz/A Fredriksson,,,
2957,69214145,KLIMPEN,Tables & desks,2285,No old price,TRUE,https://www.ikea.com/sa/en/p/klimpen-table-light-grey-s69214145/,No,"        Table,          240x60 cm",Tina Christensen,,73,60
2830,89217505,LINNMON / ALEX,Tables & desks,550,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-alex-table-white-white-stained-oak-effect-white-s89217505/,No,"        Table,          150x75 cm",IKEA of Sweden/Johanna Asshoff,,73,75
2639,30213076,MICKE,Tables & desks,175,No old price,TRUE,https://www.ikea.com/sa/en/p/micke-desk-white-30213076/,Yes,"        Desk,          73x50 cm",Henrik Preutz,50,75,73
3437,50295306,BESTÅ,TV & media furniture,150,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-top-panel-for-tv-glass-white-50295306/,Yes,"        Top panel for TV,          180x40 cm",IKEA of Sweden,40,,180
1315,19252347,LÅNGFJÄLL,Chairs,645,No old price,TRUE,https://www.ikea.com/sa/en/p/langfjaell-conference-chair-gunnared-blue-white-s19252347/,Yes,        Conference chair,Eva Lilja Löwenhielm,67,,67
1873,29252912,STUVA / FRITIDS,Nursery furniture,830,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-wardrobe-white-white-s29252912/,Yes,"        Wardrobe,          60x50x192 cm",Ebba Strandmark/IKEA of Sweden,50,192,60
3142,19221450,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-brown-orrsta-light-grey-s19221450/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,
578,60333850,BROR,Bookcases & shelving units,495,No old price,TRUE,https://www.ikea.com/sa/en/p/bror-trolley-black-pine-plywood-60333850/,No,"        Trolley,          85x55 cm",IKEA of Sweden,,88,55
2941,79161486,MELLTORP / ADDE,Tables & desks,359,No old price,TRUE,https://www.ikea.com/sa/en/p/melltorp-adde-table-and-4-chairs-white-black-s79161486/,No,"        Table and 4 chairs,          125 cm",Marcus Arvonen/Lisa Norinder,,72,75
0,90420332,FREKVENS,Bar furniture,265,No old price,TRUE,https://www.ikea.com/sa/en/p/frekvens-bar-table-in-outdoor-black-90420332/,No,"        Bar table, in/outdoor,          51x51 cm",Nicholai Wiig Hansen,,99,51
929,50363729,HÄLLAN,Cabinets & cupboards,275,No old price,TRUE,https://www.ikea.com/sa/en/p/haellan-cabinet-white-50363729/,No,"        Cabinet,          45x50 cm",Jon Karlsson,47,50,45
3550,79306328,PAX,Wardrobes,2190,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-auli-mirror-glass-s79306328/,No,"        Wardrobe,          150x66x201 cm",IKEA of Sweden/Ehlén Johansson,66,201,150
2653,50434307,LUBBAN,Tables & desks,275,No old price,TRUE,https://www.ikea.com/sa/en/p/lubban-trolley-table-with-storage-rattan-anthracite-50434307/,No,        Trolley table with storage,A Fredriksson/J Hultqvist/W Chong,,66,50
2245,99239620,NORSBORG,Sofas & armchairs,380,SR 475,TRUE,https://www.ikea.com/sa/en/p/norsborg-cover-for-2-seat-sofa-edum-beige-s99239620/,Yes,        Cover for 2-seat sofa,992.396.20 The cover is easy to keep clean as it is removable and can be machine washed.This product is an extra cover. Sofa is sold separately.,,,
2626,80102066,LYCKSELE MURBO,Sofas & armchairs,695,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-murbo-mattress-80102066/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,
247,69297471,FLOTTEBO,Beds,1996,"SR 2,495",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-vissle-purple-s69297471/,Yes,"        Sofa-bed,          120 cm",C Halskov/H Dalsgaard,120,79,200
1222,40238712,LILLHÖJDEN,Chairs,395,No old price,TRUE,https://www.ikea.com/sa/en/p/lillhoejden-swivel-chair-blekinge-white-40238712/,Yes,        Swivel chair,IKEA of Sweden,70,,70
2023,40373615,SOLLERÖN,Outdoor furniture,345,No old price,TRUE,https://www.ikea.com/sa/en/p/solleroen-stool-outdoor-brown-40373615/,Yes,"        Stool, outdoor,          62x62 cm",Jonas Hultqvist,,32,62
2208,19129178,EKTORP,Sofas & armchairs,1075,No old price,TRUE,https://www.ikea.com/sa/en/p/ektorp-two-seat-sofa-lofallet-beige-s19129178/,Yes,        Two-seat sofa,IKEA of Sweden,88,88,179
807,10443629,GLASSVIK,Cabinets & cupboards,175,No old price,TRUE,https://www.ikea.com/sa/en/p/glassvik-glass-door-dark-red-brown-clear-glass-10443629/,Yes,"        Glass door,          60x38 cm",IKEA of Sweden,,38,60
1688,29239505,NORDLI,Chests of drawers & drawer units,1540,"SR 1,925",TRUE,https://www.ikea.com/sa/en/p/nordli-chest-of-8-drawers-white-s29239505/,Yes,"        Chest of 8 drawers,          160x99 cm",Ola Wihlborg,47,99,160
1251,39261874,LÅNGFJÄLL,Chairs,795,No old price,TRUE,https://www.ikea.com/sa/en/p/langfjaell-office-chair-with-armrests-gunnared-light-brown-pink-black-s39261874/,Yes,        Office chair with armrests,Eva Lilja Löwenhielm,68,,68
175,20247982,SVÄRTA,Beds,875,No old price,TRUE,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-silver-colour-20247982/,No,"        Loft bed frame,          90x200 cm",Tord Björklund,,186,97
278,30318163,IVAR,Bookcases & shelving units,35,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-shelf-pine-30318163/,No,"        Shelf,          83x30 cm",IKEA of Sweden,30,,83
3079,9240779,INGATORP / INGATORP,Tables & desks,2725,No old price,TRUE,https://www.ikea.com/sa/en/p/ingatorp-ingatorp-table-and-4-chairs-black-s09240779/,No,"        Table and 4 chairs,          155 cm",Carina Bengs/Ebba Strandmark,,74,87
2249,79284958,VIMLE,Sofas & armchairs,3805,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-4-seat-sofa-with-chaise-longue-gunnared-medium-grey-s79284958/,Yes,        4-seat sofa,Ehlén Johansson,164,83,322
1650,430019,HEMNES,Chests of drawers & drawer units,70,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-glass-top-transparent-00430019/,Yes,"        Glass top,          54x38 cm",IKEA of Sweden,,,38
734,9300650,BESTÅ,Bookcases & shelving units,2635,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-black-brown-selsviken-high-gloss-black-smoked-glass-s09300650/,Yes,"        TV storage combination/glass doors,          300x42x193 cm",IKEA of Sweden,42,193,300
2342,10224330,SÖDERHAMN,Sofas & armchairs,145,No old price,TRUE,https://www.ikea.com/sa/en/p/soederhamn-footstool-cover-samsta-dark-grey-10224330/,Yes,        Footstool cover,Ola Wihlborg,,,
1187,49304199,LEIFARNE,Chairs,195,No old price,TRUE,https://www.ikea.com/sa/en/p/leifarne-chair-dark-yellow-mosaic-patterned-white-broringe-white-s49304199/,No,        Chair,Mia Lagerman,50,87,52
416,20278167,KALLAX,Bookcases & shelving units,50,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-insert-with-door-white-20278167/,Yes,"        Insert with door,          33x33 cm",Tord Björklund,37,33,33
1600,99304795,LANEBERG / SVENBERTIL,Chairs,1475,No old price,TRUE,https://www.ikea.com/sa/en/p/laneberg-svenbertil-table-and-4-chairs-brown-black-black-s99304795/,No,"        Table and 4 chairs,          130/190x80 cm",K Hagberg/M Hagberg/Mia Lagerman,,,80
217,60102067,LYCKSELE HÅVET,Beds,795,No old price,TRUE,https://www.ikea.com/sa/en/p/lycksele-havet-mattress-60102067/,No,"        Mattress,          140x188 cm",IKEA of Sweden,,,
2090,99258005,KUNGSHOLMEN,Outdoor furniture,2160.4,"SR 2,368",TRUE,https://www.ikea.com/sa/en/p/kungsholmen-3-seat-modular-sofa-outdoor-black-brown-froesoen-duvholmen-dark-grey-s99258005/,Yes,"        3-seat modular sofa, outdoor,          222x80x90 cm",IKEA of Sweden/Nike Karlsson/Eva Lilja Löwenhielm,80,90,222
3319,29203115,BESTÅ,TV & media furniture,1824.5,"SR 1,865",TRUE,https://www.ikea.com/sa/en/p/besta-tv-storage-combination-glass-doors-grey-stained-walnut-effect-lappviken-light-grey-clear-glass-s29203115/,Yes,"        TV storage combination/glass doors,          180x40x192 cm",IKEA of Sweden,40,192,180
1623,90374274,HEMNES,Chests of drawers & drawer units,645,No old price,TRUE,https://www.ikea.com/sa/en/p/hemnes-chest-of-3-drawers-white-90374274/,Yes,"        Chest of 3 drawers,          108x96 cm",K Hagberg/M Hagberg,50,96,108
3360,30284846,BESTÅ,TV & media furniture,25,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-suspension-rail-silver-colour-30284846/,No,"        Suspension rail,          60 cm",IKEA of Sweden,,,
1097,30428982,NORRÅKER,Café furniture,596,SR 745,TRUE,https://www.ikea.com/sa/en/p/norraker-table-birch-30428982/,No,"        Table,          125x74 cm",J Karlsson/N Karlsson,,74,74
2172,59315159,ELVARLI,Room dividers,2397,"SR 2,945",TRUE,https://www.ikea.com/sa/en/p/elvarli-3-sections-s59315159/,No,"        3 sections,          258x51x222-350 cm",Ehlén Johansson,51,,258
1839,40466285,TROFAST,Children's furniture,10,No old price,FALSE,https://www.ikea.com/sa/en/p/trofast-storage-box-green-40466285/,No,"        Storage box,          42x30x10 cm",404.662.85 Fits in TROFAST frames.Can be stacked when completed with a lid.May be completed with TROFAST lid.,30,10,42
3165,79320744,SVALNÄS,Tables & desks,1245,No old price,TRUE,https://www.ikea.com/sa/en/p/svalnaes-wall-mounted-workspace-combination-bamboo-white-s79320744/,No,"        Wall-mounted workspace combination,          150x35x176 cm",Jon Karlsson,35,176,150
449,450352,IVAR,Bookcases & shelving units,345,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-cabinet-with-doors-red-00450352/,No,"        Cabinet with doors,          80x83 cm",IKEA of Sweden,30,83,80
2107,69253108,FRÖSÖN/DUVHOLMEN,Outdoor furniture,88,No old price,TRUE,https://www.ikea.com/sa/en/p/froesoen-duvholmen-back-cushion-outdoor-dark-grey-s69253108/,Yes,"        Back cushion, outdoor,          62x44 cm",Eva Lilja Löwenhielm/IKEA of Sweden,,,62
376,29299165,BESTÅ,Bookcases & shelving units,925,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-with-doors-black-brown-notviken-grey-green-s29299165/,Yes,"        TV bench with doors,          180x42x38 cm",IKEA of Sweden,42,38,180
1611,10385950,KOPPANG,Chests of drawers & drawer units,395,No old price,TRUE,https://www.ikea.com/sa/en/p/koppang-chest-of-3-drawers-white-10385950/,No,"        Chest of 3 drawers,          90x83 cm",K Hagberg/M Hagberg,46,83,90
3240,471222,VESKEN,Trolleys,39,No old price,FALSE,https://www.ikea.com/sa/en/p/vesken-trolley-white-00471222/,Yes,"        Trolley,          54x18x71 cm",David Wahl,18,71,54
2334,9306435,NYHAMN,Sofas & armchairs,1445,No old price,TRUE,https://www.ikea.com/sa/en/p/nyhamn-3-seat-sofa-bed-with-pocket-spring-mattress-skiftebo-yellow-s09306435/,Yes,        3-seat sofa-bed,IKEA of Sweden/L Hilland/Lisa Hilland,97,90,200
433,50046152,HEDRA,Bookcases & shelving units,9,No old price,TRUE,https://www.ikea.com/sa/en/p/hedra-knob-anthracite-50046152/,No,"        Knob,          32 mm",IKEA of Sweden,27,,
811,40383737,LOMMARP,Cabinets & cupboards,1116,"SR 1,395",TRUE,https://www.ikea.com/sa/en/p/lommarp-cabinet-with-glass-doors-dark-blue-green-40383737/,No,"        Cabinet with glass doors,          86x199 cm",Francis Cayouette,49,199,86
371,40309573,STUK,Bookcases & shelving units,35,No old price,TRUE,https://www.ikea.com/sa/en/p/stuk-storage-case-white-grey-40309573/,No,"        Storage case,          55x51x18 cm",IKEA of Sweden,51,18,55
3030,30424007,SUNDVIK,Tables & desks,995,No old price,TRUE,https://www.ikea.com/sa/en/p/sundvik-changing-table-chest-of-drawers-white-30424007/,No,        Changing table/chest of drawers,Jon Karlsson,46,,79
2213,39216754,FRIHETEN,Sofas & armchairs,1846,"SR 1,995",TRUE,https://www.ikea.com/sa/en/p/friheten-corner-sofa-bed-with-storage-skiftebo-dark-grey-s39216754/,Yes,        Corner sofa-bed with storage,IKEA of Sweden,151,66,
1067,99285117,GALANT,Cabinets & cupboards,2270,No old price,TRUE,https://www.ikea.com/sa/en/p/galant-storage-combination-with-drawers-black-stained-ash-veneer-s99285117/,Yes,"        Storage combination with drawers,          80x160 cm",K Malmvall/E Lilja Löwenhielm,45,160,80
1769,10091453,TROFAST,Children's furniture,275,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-frame-white-10091453/,No,"        Frame,          99x44x94 cm",Studio Copenhagen,44,94,99
644,39311256,JONAXEL,Bookcases & shelving units,745,SR 785,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-mesh-baskts-clths-rl-shlv-uts-s39311256/,No,"        Frame/mesh baskts/clths rl/shlv uts,          173x51x173 cm",IKEA of Sweden,51,173,173
2078,30405339,SJÄLLAND,Outdoor furniture,340,SR 425,TRUE,https://www.ikea.com/sa/en/p/sjaelland-reclining-chair-outdoor-light-grey-foldable-light-brown-30405339/,No,"        Reclining chair, outdoor",David Wahl,75,110,58
1423,49861007,POÄNG,Chairs,1210,No old price,TRUE,https://www.ikea.com/sa/en/p/poaeng-rocking-chair-birch-veneer-robust-glose-dark-brown-s49861007/,Yes,        Rocking-chair,Noboru Nakamura,94,95,68
1094,79285302,GALANT,Cabinets & cupboards,3240,No old price,TRUE,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-s79285302/,Yes,"        Storage combination w sliding doors,          160x200 cm",K Malmvall/E Lilja Löwenhielm,45,200,160
2339,50363970,SANDARED,Sofas & armchairs,445,No old price,TRUE,https://www.ikea.com/sa/en/p/sandared-pouffe-dark-blue-50363970/,No,"        Pouffe,          71 cm",Synnöve Mork,,44,
3672,29306217,PAX,Wardrobes,3055,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-faervik-white-glass-s29306217/,No,"        Wardrobe,          150x66x236 cm",Ehlén Johansson/IKEA of Sweden,66,236,150
1270,29297294,MELLTORP / NILSOVE,Chairs,889,SR 915,TRUE,https://www.ikea.com/sa/en/p/melltorp-nilsove-table-and-2-chairs-white-rattan-white-s29297294/,No,"        Table and 2 chairs,          75x75 cm",Lisa Norinder/A Fredriksson/J Hultqvist/W Chong,,,75
3616,9247257,PAX,Wardrobes,3905,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-brown-stained-ash-effect-uggdal-grey-glass-s09247257/,No,"        Wardrobe,          200x66x236 cm",IKEA of Sweden/Ehlén Johansson,66,236,200
246,39253176,STUVA / FRITIDS,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-light-blue-s39253176/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66
2986,59161487,MELLTORP / JANINGE,Tables & desks,1099,No old price,TRUE,https://www.ikea.com/sa/en/p/melltorp-janinge-table-and-4-chairs-white-white-s59161487/,No,"        Table and 4 chairs,          125 cm",Lisa Norinder/John/Jonas/Petrus/Paul/Caroline,,72,75
505,10364293,OLAUS,Bookcases & shelving units,29,No old price,TRUE,https://www.ikea.com/sa/en/p/olaus-cover-for-shelf-10364293/,No,"        Cover for shelf,          92 cm",IKEA of Sweden,,,92
2461,19294502,VIMLE,Sofas & armchairs,4785,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-corner-sofa-4-seat-with-open-end-with-headrests-orrsta-black-blue-s19294502/,Yes,"        Corner sofa, 4-seat",Ehlén Johansson,98,103,235
2236,59307649,GRÖNLID,Sofas & armchairs,3590,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-4-seat-sofa-with-chaise-longue-inseros-white-s59307649/,Yes,        4-seat sofa,Francis Cayouette/Ehlén Johansson,164,104,328
1467,49191705,FÄRLÖV,Chairs,1196,"SR 1,495",TRUE,https://www.ikea.com/sa/en/p/faerloev-armchair-flodafors-white-s49191705/,Yes,        Armchair,Francis Cayouette,101,88,93
3181,19277036,MÖCKELBY / FANBYN,Tables & desks,4145,No old price,TRUE,https://www.ikea.com/sa/en/p/moeckelby-fanbyn-table-and-6-chairs-oak-white-s19277036/,No,"        Table and 6 chairs,          235x100 cm",Marcus Arvonen,,74,100
3064,60353763,KLIMPEN,Tables & desks,495,No old price,TRUE,https://www.ikea.com/sa/en/p/klimpen-drawer-unit-grey-light-grey-60353763/,No,"        Drawer unit,          33x70 cm",Tina Christensen,58,70,33
2643,30381183,KNARREVIK,Tables & desks,39,No old price,TRUE,https://www.ikea.com/sa/en/p/knarrevik-bedside-table-black-30381183/,No,"        Bedside table,          37x28 cm",IKEA of Sweden,28,45,37
1539,69297249,NORRÅKER / RÖNNINGE,Chairs,1085,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-roenninge-table-and-2-chairs-birch-birch-s69297249/,No,"        Table and 2 chairs,          74x74 cm",Maja Ganszyniec/J Karlsson/N Karlsson,,,74
1602,59297141,JONAXEL,Chests of drawers & drawer units,135,SR 138,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-with-mesh-baskets-s59297141/,No,"        Frame with mesh baskets,          25x51x70 cm",IKEA of Sweden,51,70,25
705,10364523,KALLVIKEN,Bookcases & shelving units,170,No old price,TRUE,https://www.ikea.com/sa/en/p/kallviken-door-dark-grey-concrete-effect-10364523/,No,"        Door,          60x64 cm",IKEA of Sweden,,64,60
2230,60431563,FRIHETEN,Sofas & armchairs,1845,No old price,TRUE,https://www.ikea.com/sa/en/p/friheten-3-seat-sofa-bed-skiftebo-blue-60431563/,Yes,        3-seat sofa-bed,IKEA of Sweden,105,83,225
2757,90217972,ADILS,Tables & desks,15,No old price,TRUE,https://www.ikea.com/sa/en/p/adils-leg-white-90217972/,Yes,        Leg,902.179.72 Adjustable feet make the table stand steady also on uneven floors.Screws for fixing the legs to the table top are included.Suitable for table tops with a minimum thickness of 25 mm.,,70,
3464,441758,KLEPPSTAD,Wardrobes,449,No old price,TRUE,https://www.ikea.com/sa/en/p/kleppstad-wardrobe-with-3-doors-white-00441758/,No,"        Wardrobe with 3 doors,          117x176 cm",IKEA of Sweden,55,176,117
543,89277113,BILLY / BOTTNA,Bookcases & shelving units,245,No old price,TRUE,https://www.ikea.com/sa/en/p/billy-bottna-bookcase-with-display-shelf-white-beige-s89277113/,Yes,"        Bookcase with display shelf,          80x28x106 cm",Gillis Lundgren/K Hagberg/M Hagberg,28,106,80
2474,69242073,NORSBORG,Sofas & armchairs,1360,"SR 1,700",TRUE,https://www.ikea.com/sa/en/p/norsborg-2-seat-section-finnsta-dark-grey-birch-s69242073/,Yes,        2-seat section,Ehlén Johansson,88,85,121
893,69285208,GALANT,Cabinets & cupboards,6480,No old price,TRUE,https://www.ikea.com/sa/en/p/galant-storage-combination-w-sliding-doors-white-s69285208/,Yes,"        Storage combination w sliding doors,          320x200 cm",K Malmvall/E Lilja Löwenhielm,45,200,320
3231,89280766,EKEDALEN / BERNHARD,Tables & desks,3775,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-bernhard-table-and-4-chairs-white-mjuk-golden-brown-s89280766/,No,"        Table and 4 chairs,          120/180 cm",Ola Wihlborg/Ehlén Johansson,,,
3100,30279449,VÄSTANBY,Tables & desks,720,SR 900,TRUE,https://www.ikea.com/sa/en/p/vaestanby-table-top-dark-brown-30279449/,No,"        Table top,          170x78x5 cm",IKEA of Sweden,,,78
3472,79128821,PAX,Wardrobes,2805,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-bergsbo-frosted-glass-s79128821/,Yes,"        Wardrobe,          200x60x201 cm",IKEA of Sweden/K Hagberg/M Hagberg/Ehlén Johansson,60,201,200
612,99291646,KOLBJÖRN,Bookcases & shelving units,450,No old price,TRUE,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-in-outdoor-s99291646/,No,"        Shelving unit in/outdoor,          80x35x162 cm",IKEA of Sweden,35,162,80
1128,79046260,SNILLE,Chairs,125,No old price,TRUE,https://www.ikea.com/sa/en/p/snille-swivel-chair-white-s79046260/,No,        Swivel chair,IKEA of Sweden,67,,67
1047,30428901,EKET,Cabinets & cupboards,45,No old price,TRUE,https://www.ikea.com/sa/en/p/eket-glass-door-clear-glass-30428901/,No,"        Glass door,          32x32 cm",304.289.01 Transforms a single open cube in the EKET series into a display case.Protects the things you love and minimises the need to dust.Tempered glass is more impact resistant than ordinary glass and the surface is easy to clean.Handle with care! A damaged edge or scratched surface can cause the glass to suddenly crack or break. Avoid bumps from the side - this is where the glass is most vulnerable.,,32,32
1837,70253541,AGAM,Children's furniture,195,No old price,TRUE,https://www.ikea.com/sa/en/p/agam-junior-chair-black-70253541/,No,        Junior chair,IKEA of Sweden,43,79,41
485,79094213,ALGOT,Bookcases & shelving units,271.2,SR 452,TRUE,https://www.ikea.com/sa/en/p/algot-wall-upright-shelves-white-s79094213/,No,"        Wall upright/shelves,          46x41x197 cm",Francis Cayouette,41,197,46
3620,19158156,ELVARLI,Wardrobes,1409,"SR 1,785",TRUE,https://www.ikea.com/sa/en/p/elvarli-2-sections-white-bamboo-s19158156/,No,"        2 sections,          135x51x222-350 cm",Ehlén Johansson,50,,135
3252,40391657,TORNVIKEN,Trolleys,1495,No old price,TRUE,https://www.ikea.com/sa/en/p/tornviken-kitchen-island-off-white-oak-40391657/,No,"        Kitchen island,          126x77 cm",Ebba Strandmark,,90,77
1061,40390766,SULARP,Cabinets & cupboards,45.5,SR 65,TRUE,https://www.ikea.com/sa/en/p/sularp-leg-chrome-plated-40390766/,No,        Leg,Carl Öjerstam,38,10,
258,450347,KOLBJÖRN,Bookcases & shelving units,345,No old price,TRUE,https://www.ikea.com/sa/en/p/kolbjoern-cabinet-in-outdoor-green-00450347/,No,"        Cabinet in/outdoor,          80x81 cm",IKEA of Sweden,35,81,80
2011,20292328,TOSTERÖ,Outdoor furniture,103,No old price,TRUE,https://www.ikea.com/sa/en/p/tosteroe-storage-bag-for-cushions-black-20292328/,No,"        Storage bag for cushions,          116x49 cm",IKEA of Sweden,,35,49
1213,90175000,JUSTINA,Chairs,19,No old price,TRUE,https://www.ikea.com/sa/en/p/justina-chair-pad-natural-90175000/,No,"        Chair pad,          35/42x40x4.0 cm",IKEA of Sweden,40,,
3006,29229931,GERTON / TORSKLINT,Tables & desks,795,No old price,TRUE,https://www.ikea.com/sa/en/p/gerton-torsklint-table-beech-light-grey-s29229931/,No,"        Table,          155x75 cm",IKEA of Sweden/Jomi Evers,,73,75
2972,80281416,RYDEBÄCK,Tables & desks,300,No old price,TRUE,https://www.ikea.com/sa/en/p/rydebaeck-table-top-white-80281416/,No,"        Table top,          150x78x3.7 cm",IKEA of Sweden,,,78
2657,90214308,MICKE,Tables & desks,395,No old price,TRUE,https://www.ikea.com/sa/en/p/micke-desk-white-90214308/,Yes,"        Desk,          142x50 cm",Henrik Preutz,50,75,142
3564,39285988,PAX,Wardrobes,965,SR 980,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-forsand-vikedal-s39285988/,No,"        Wardrobe,          75x60x236 cm",Ehlén Johansson/IKEA of Sweden,60,236,75
209,79150746,HOLMSUND,Beds,2995,No old price,TRUE,https://www.ikea.com/sa/en/p/holmsund-corner-sofa-bed-nordvalla-medium-grey-s79150746/,Yes,        Corner sofa-bed,K Hagberg/M Hagberg/IKEA of Sweden,151,96,230
3343,99278225,BRIMNES,TV & media furniture,1265,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-tv-storage-combination-glass-doors-white-s99278225/,Yes,"        TV storage combination/glass doors,          276x41x95 cm",K Hagberg/M Hagberg,41,95,276
3625,39264858,PAX,Wardrobes,3227,"SR 3,440",TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-uggdal-grey-glass-s39264858/,No,"        Wardrobe,          150x66x236 cm",Ehlén Johansson/IKEA of Sweden,66,236,150
1034,70323600,BILLSBRO,Cabinets & cupboards,19,No old price,TRUE,https://www.ikea.com/sa/en/p/billsbro-handle-stainless-steel-colour-70323600/,No,"        Handle,          120 mm",H Preutz/A Fredriksson,,,
2487,29241933,NORSBORG,Sofas & armchairs,1280,"SR 1,600",TRUE,https://www.ikea.com/sa/en/p/norsborg-corner-section-finnsta-white-metal-s29241933/,Yes,        Corner section,Ehlén Johansson,88,85,88
2377,198591,KIVIK,Sofas & armchairs,3800,"SR 4,750",TRUE,https://www.ikea.com/sa/en/p/kivik-three-seat-sofa-grann-bomstad-black-00198591/,No,        Three-seat sofa,Ola Wihlborg,95,83,227
596,9287979,IVAR,Bookcases & shelving units,636,No old price,TRUE,https://www.ikea.com/sa/en/p/ivar-shelving-unit-with-clothes-rail-s09287979/,No,"        Shelving unit with clothes rail,          174x50x179 cm",IKEA of Sweden,50,179,174
3623,29304586,PLATSA,Wardrobes,1324,"SR 1,655",TRUE,https://www.ikea.com/sa/en/p/platsa-wardrobe-w-10-doors-fonnes-white-s29304586/,No,"        Wardrobe w 10 doors,          380x42x221 cm",IKEA of Sweden,42,221,380
2650,19222299,KALLAX,Tables & desks,450,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-desk-combination-white-stained-oak-effect-white-s19222299/,Yes,"        Desk combination,          77x147x159 cm",IKEA of Sweden/Tord Björklund,159,147,77
